,feature_60,feature_478,feature_65,feature_349,feature_299,feature_442,feature_34,feature_332,feature_22,feature_118
1487,25.504796557313146,6.305114327366504,16.15711581181424,0.021796212586582497,0.11751269995470567,0.5622309436026472,9.439650426750083,0.1178833974065786,-5497.516513497843,58.73531564451904
1488,14.486020570303157,6.27868990955748,15.233461776192218,0.017511914044086644,0.10789964662020154,1.047659823888993,8.750637302120174,0.0941961146263152,-5517.34873871797,60.573021459335806
1489,19.10225460284137,4.6678289603095395,28.04281003615914,0.03059876169343896,0.12374435304117487,1.2324820629600994,8.811514053947176,0.06709142953456182,-5564.336512395005,57.644788101207396
1490,10.29594973812897,6.911076862557404,19.713035978610883,0.04717552783383789,0.07809546826473042,0.8270387871621538,8.650621793827334,0.03889233025978442,-5836.58123768721,58.757727432515736
1491,26.00530368167977,6.729751178573544,19.408671760605362,0.017394054856361533,0.09002305274271391,1.258900440924799,8.402374453007297,0.0272667410338107,-5714.544592134507,59.03688958186425
1492,20.484221983257697,11.04671106603091,9.319758379575255,0.02608115837652774,0.015161698436578976,0.9284302045212954,8.666876115263868,0.07256079321593108,-5144.269469631359,55.93911859137798
1493,19.870092766254864,4.039683283264522,13.809519320318481,0.028987483497491667,0.08074512052457165,1.0217281364107418,8.336634547212798,0.09409835094923664,-5516.065131164035,60.19416807541484
1494,5.488975935966429,10.29820912341171,26.984154072679274,0.03251973396867043,0.07405606720521302,0.6354983987419123,8.77798385892658,0.08002951456346857,-5424.228724122465,56.546350872680506
1495,0.9490157843054446,9.94864192399526,19.357832071765305,0.02552945909419864,0.05542760289316582,0.9652781391463134,9.028198692564168,0.07357807505263529,-5303.909669374637,56.19262166115802
1496,11.928625491741968,4.4619262544990015,26.89470610935462,0.017925268722262893,0.013641701658335892,0.7319887605139991,8.599844569203812,0.041420137862520745,-4836.24958690108,55.67832540570597
1497,-6.8928185093581975,5.089561489512145,29.01496959757929,0.05423922879992328,0.05031934639260467,0.2545442432199686,8.629269078503102,0.0834595473127096,-5423.883164475025,58.54198998462687
1498,-0.2053867583929916,5.507572836897592,18.039646529060608,0.029680103626904764,0.06636264641941889,0.6771813947782319,8.71022056451521,0.11027510095803811,-4766.550426806078,58.31656584081351
1499,0.6072057043960761,3.6512874698628903,36.54948000442518,0.03279680237830228,0.07490368123413624,1.0940162349962057,8.904859820902567,0.08172367678456262,-5252.851483405735,61.32581620438628
1500,-9.866738438941557,13.828265351816825,30.26752890944868,0.030880084088469484,0.029476140477603302,0.8770115121070603,10.001895184556329,0.06422637121321118,-5213.8363843258785,57.476443181137455
1501,4.249376879366124,4.965801736995981,13.912975255934294,0.04439415413601413,0.09090761000427658,0.9314447631475263,9.43614035891237,0.102143616000209,-6248.022233646107,59.11845734221723
1502,10.106901209490914,8.018226523454349,26.979893426696698,0.023955143713677983,0.020037979238327182,0.7062972485211505,9.085337296172536,0.03593151131905155,-4888.7735582076,55.397454160419535
1503,3.8072320258528025,6.940762380311286,19.346921602135513,0.02388400924937356,0.04824519636627361,0.6989276568584316,9.64031751521409,0.01863594858811983,-5963.89816419158,60.16147675345832
1504,13.733512728359138,8.963927927423885,30.711232019608097,0.020482018099096208,0.11854073281984268,0.5643201153591837,9.01832897796071,0.013675004717826093,-4716.187024775554,58.798835951433915
1505,-0.05583647978005679,5.135136492990668,25.282176962559067,0.020245744506959432,0.03565946127242027,0.8194070150904585,9.052750906079297,0.11421013205679259,-6073.983708770915,57.871641359648486
1506,26.79298952197077,8.920020671827062,15.0362405615755,0.012271607469733086,0.11840924546611217,1.4619166665239824,9.041812614288025,0.15556361130419777,-4381.9482187568865,57.54691908290543
1507,31.11810688484327,6.518447596881577,19.207157287891278,0.009441717061589337,0.09355655391513297,0.6346524843164078,9.12073562436232,0.11287104200563969,-5373.389698913582,58.89724998798711
1508,4.904569212398459,3.9302575813673934,36.21056668018628,0.01676056756524555,0.05719228661298858,1.3510448330570242,8.751984621802338,0.1559121009516499,-5347.284132164304,54.62226007611746
1509,-3.670455775020465,5.556557853160214,22.078045165488113,0.032650630875918935,0.06590996148912495,0.7855188008160614,8.942828864042902,0.10697401814785175,-5999.6532018507005,59.07583321088801
1510,-17.285213769648387,6.088358353005859,37.14352511541096,0.020247977749519544,0.03201173351182676,1.1577316108206663,8.707341986760566,0.0989113380586904,-6105.1371694803365,58.25142106382761
1511,3.800835542861998,5.00304769662377,23.215586902039767,0.018149849865309573,0.04119835310331188,0.74145589010291,8.210866074754472,0.04740380655533344,-5403.946941075765,58.76573747917715
1512,-8.415870355929504,4.6070528071600245,21.078228985223927,0.03589122682475969,0.05922575349855112,0.9579794464700219,8.302580343993089,0.10050326059934354,-5428.266668088417,58.885857775223705
1513,11.591389891629792,5.364609280821919,24.131796711583057,0.05531977929275834,0.06701420801943363,0.7007996952886913,9.592619139442995,0.09011860912828988,-6725.848808212367,59.45006657631297
1514,17.334620236597175,7.207271420818388,28.538103441520725,0.05116206369792093,0.015713846518772716,0.6526843345758475,9.467613590344788,0.009951685777148793,-5548.109574903827,57.81612512685021
1515,4.842167185236246,7.982526548369674,39.41654075450221,0.038860305700975296,0.09028945843036014,1.0548114640428399,9.426939810333057,0.09820712914266592,-5570.884761251398,58.421119485426274
1516,16.10922994044592,3.078091458450556,14.0734616230163,0.031155421917566872,0.09125765831168917,0.7909021411408383,9.454563201112878,0.08676934348989351,-5142.21820738304,58.833942672130334
1517,0.7528113573950159,6.335494519722104,15.594195923476295,0.019080769354906844,-0.007311085288845082,1.0104904338034442,8.127724408037334,0.08477671560306707,-5332.636105987383,58.33833800891704
1518,13.574185062959021,8.214234076694806,26.04031843014217,0.030077291483873458,0.0631802059075555,0.5488333897842063,9.397522348681822,0.04074758587701486,-6427.044393836331,55.142335929137296
1519,-6.643359159133897,3.7439965947134706,18.965637031959247,0.035253728289161755,0.04673816156254757,0.7062098170356397,8.503653009438025,0.11843429346243715,-4832.400475069125,56.42572579439518
1520,2.1740968765520368,9.942343941429561,11.736292607191826,0.0035244909606998477,0.008400795219403411,0.9556360063301269,8.621105819413604,0.061129021026471865,-5899.564786045364,55.53890462613976
1521,-0.804548671100767,11.512622678915397,11.875071431730987,0.020170290823450274,0.06284209282671097,0.9160697330637533,8.558355058933072,0.10087813847314617,-5622.387116288167,57.36691726203833
1522,1.9126616522795796,5.052283947913741,29.52617398018003,0.018845838594362212,0.06919996824821825,1.1058960057617298,9.175268666819484,0.08779194669288493,-6068.85562352223,58.506603844686616
1523,7.506663719235869,9.48582890602706,34.12648419103114,0.037716299063523445,0.0384282246214383,1.17327680359035,8.4832565696643,0.11083559755622358,-5426.027489921851,59.822793956703535
1524,-21.830513627334334,5.793170508470787,34.2633756297403,0.020469922682299857,0.04932948696037113,1.1146032256867044,8.74821969613183,0.06724165860893909,-6437.507722728956,57.592617217915
1525,0.45261105759423026,7.1799355526804,20.903488159420185,0.03410586857296305,0.07010093238970883,0.8390108834114087,9.579629540485563,0.10927115575432164,-5539.154525437093,58.79830568072482
1526,-2.1981573736904307,12.890803383370848,36.9675155475541,0.007443520946434094,0.02865317909537815,0.9323745732272264,10.138757213527455,0.0806530307041053,-5408.103135450804,58.31972203934888
1527,23.698401521234175,7.872263969045699,15.08887160806842,0.004286544651050292,0.015360526851839518,0.874300885103881,8.807958668000138,0.02937331613301393,-6923.579641724944,58.63992540424025
1528,9.803540463741161,4.545227244939175,13.336059777957844,0.034644130083400636,0.03020711773413586,0.6777843417152735,8.716081797814425,0.10157248427404232,-5556.706810952161,54.418247224894934
1529,-2.4402691098210005,9.032930142732594,17.739212222198137,0.008273362630233573,0.0443200669810109,0.640073569809128,9.695351079532548,0.07654576718719389,-5476.232203126661,59.1617585493203
1530,-2.4313613280394426,3.9721271839340098,15.010290636343804,0.026242548057804953,0.0610658931453722,0.9288511275433176,8.73364540922484,0.13107640445832885,-5175.139999378642,57.750413515588775
1531,6.6794622549624565,7.740079822832044,15.600377339027474,0.015304654862072194,0.04938562435625991,1.0072689108960617,8.295106153987666,0.09072950862298276,-5706.2774877731235,57.36332941376656
1532,-3.2874978028825868,6.798348350565444,16.174674331037433,0.02921563432449659,0.11846383828505096,0.6289403238895273,9.574563740296169,0.02903440940979211,-5338.75469232853,58.07312144540603
1533,-2.200155841083383,6.060084988751034,18.402995373398387,0.018426561870606137,0.013647955188430934,0.4958777629194559,9.365761802002316,0.08795916293940434,-5610.938935519076,59.15935522838657
1534,-7.315821224903154,6.816189006781546,32.998913642296046,0.01924929268650349,0.06100953309860029,1.0468278157347368,8.588141740705783,0.05777808284645326,-6961.91515257151,59.483501762063554
1535,1.7054832460604583,11.132003044394626,17.344850396535588,0.02314709977216172,0.02364525939293325,0.994453747670518,8.982934566942404,0.1013576203566203,-5411.498437520056,57.022147393330165
1536,0.035382207763591245,7.727000366387313,26.77788563858457,0.02659381556415332,0.06838598792764156,0.6870218292108906,9.197417160907667,0.11553832021356483,-5718.287991171127,59.640101616109476
1537,4.358686958663389,5.58565367033464,14.563330962612792,0.007640501110985055,0.04302532319953721,1.0586976089656592,8.797189937928579,0.041826054616611846,-5912.832976062569,58.125199432190556
1538,34.56957587094173,7.190318291088934,13.495919465862347,0.02027314797429349,0.08230643301784296,1.1744082718339919,8.874790273531795,0.04776839044747204,-5389.287681270066,59.066894273250526
1539,-3.153618742549499,13.504426750653286,38.1030462274422,0.031170252008440792,0.048306087312867486,0.9893234508496026,8.472259140818391,0.10369988635673448,-5654.740457626214,58.42379986987828
1540,24.262270558428398,7.819936758494964,27.309680123827842,0.03542931431388272,0.06955129849654205,0.7983433168901115,8.43761161473065,0.1342967458467883,-6761.631114699532,59.53309348530787
1541,7.401351225546294,3.90145086531178,28.40391380135581,0.013218619360919157,0.1270274075875709,1.1050470410029662,8.764051679114045,0.10335012546372817,-4339.778828365796,58.03035866090625
1542,21.133020322766207,11.821557922954593,30.02813407852629,0.03541102539882363,0.05578069036732882,1.1924106863635573,8.979922532337135,0.09187666133925207,-5886.883139679753,59.31160467941808
1543,27.308111788592377,6.468114232611233,19.84848677781945,0.021808910628860822,0.07299526478502998,0.522169626544898,9.260147070219203,0.07910594226584786,-6581.909011157488,56.56379697067979
1544,6.6855640507579945,3.5904833057424446,9.060956336207196,0.015710450778250052,0.051021746310862995,0.9329238249055993,8.945616632421975,0.09150937204903435,-5493.462457568814,59.69415629627936
1545,24.356684898595276,3.356806222520812,23.62582139933873,0.02560855724687702,0.014691896998079216,0.5254069527482681,9.001737415468867,0.024166588027127327,-4754.140738694852,55.04084926225142
1546,5.310283681103628,10.24729402008526,26.79223302693947,0.033856452384875745,0.05087445233709147,1.1867538777964566,8.231708969727428,0.07107518126153403,-5756.315095791097,58.07272589179296
1547,1.1926313148338465,7.882473001634738,16.49659513736068,0.013476370815198695,0.012832145956698859,0.6507960196677618,8.469004559441697,0.08389054710491642,-5436.936302927331,58.46522440661157
1548,11.382503033864264,5.849072518460396,29.21859090090795,0.016523236680617212,0.032986984378659434,0.7143819516906545,8.8346610982422,0.024512388346817317,-4783.718524552621,55.34994405006738
1549,2.689570492485776,5.288449900443593,19.711822402381898,0.013562085582148898,0.028825143733848757,1.0283980346958745,8.872541051456729,0.09801869654744308,-5579.905674389021,59.42853330874782
1550,-17.122422988227353,7.079483573495919,30.960582629437187,0.03585666980039098,0.06127781649262835,0.510158636687941,8.500034385525474,0.15374673046462234,-5775.039845930794,57.78660868387727
1551,8.246794454731848,10.512204802778124,31.56842213701684,0.03319889047207587,0.03757866635032615,1.0932428478085867,8.468639340029306,0.08503044895675055,-4662.05853862806,60.11642474543713
1552,-3.4245418638982787,6.045634313421609,27.51637914569478,0.016094919953173855,0.10678850391334686,1.0371393409207939,8.994678296644459,0.07664916801657803,-4958.5597242119,58.63109831292096
1553,14.479376088210662,4.360897334692668,21.709852628423647,0.021666562081132715,0.07332285309733615,0.6773072397213489,9.965028687670745,0.05830658870043068,-5559.602943912562,59.29039245813761
1554,-15.960918942877072,3.462801560379849,27.879124842339017,0.014466871539329065,0.07042399857061322,1.0998876719157198,9.445067122320417,0.11729850921821616,-5680.121340537559,58.01843507217055
1555,15.344609291478118,3.1931725298532445,34.68851719098061,0.03982471057274672,0.05738644379100625,0.6503297850670049,9.254017672185133,0.10709965146086217,-5517.600376124065,55.96425387489633
1556,12.798273379118593,12.488866988518039,29.86976420397126,0.03470068818503329,0.034354819685940875,0.7373545229899504,9.41118194358601,0.09962484022042548,-5361.079786789379,59.01894548021076
1557,30.719661092320678,2.450973020459997,12.052665969492367,0.0440466701765871,0.041185056294364204,1.1560009402758535,8.747511755708592,0.09259303398389367,-6534.524142339349,56.8129920739962
1558,14.361841850973127,2.7958063901993886,3.8047179129653594,0.02577352033382544,0.08655203702001807,0.8079044653672477,8.976109572929536,0.09557656266862458,-4732.26002939991,60.2445967798245
1559,2.550590679935186,2.946378785650865,11.170926624424665,0.0244261691828977,0.03667597776590746,0.6767491408796114,8.77121018011526,0.11784779091538114,-5393.8341165777365,53.98012281247819
1560,8.698934050720464,11.353340993003963,19.277772090264293,0.019965469920944678,0.043981463777804715,0.9633734115164011,9.235957303084314,0.05960110939980718,-5464.522776818119,57.59381820868
1561,1.1815847034704783,6.901102641754053,17.77257935934939,0.007470153050231429,0.02652739851946644,0.8310812958154263,9.103169406957864,0.053607125821379824,-5590.804433203892,57.086445002515234
1562,25.491155356721237,7.370986163734287,21.486751299846834,0.04692473322650116,0.09041500358123705,0.7722098622189179,9.28415888346949,0.0276736418716855,-4611.096765809705,56.939725021083134
1563,19.529811437387355,12.832788776454592,36.490574112004374,0.0216951353418935,0.05871339204703369,0.7423846436564363,10.123682559911396,0.10063118705221855,-6575.200633902749,58.152350814691694
1564,11.085361612380897,8.305984390010275,15.357909872208944,0.01363487653907658,0.009969211100460368,0.8748117265648161,8.030401225047843,0.08607005366556515,-5647.898263359657,58.424107443630014
1565,-3.496014226794224,4.895800781606849,18.133726046845997,0.024128084019990503,0.062055194637196075,0.9341717386669891,8.623417011147616,0.09445833859025633,-6082.077792864756,56.91226865754098
1566,0.15045727490092276,8.494164769907039,30.94503488806169,0.015654809530926083,0.08157180698589814,1.1645681074746093,8.15217278981028,0.09016874160122959,-5577.209870366314,58.58855164440395
1567,19.70277204757346,7.820279280835306,15.678290097716488,0.012891612903197524,0.1049801881746456,0.9775258760167989,9.147760420501033,0.08997927354161837,-5717.09181951694,58.57274170624622
1568,16.88863666488146,6.273496448316044,12.637863964996292,0.04003983677076874,0.02701297553789803,1.0670963138876843,8.758921538644607,0.03406727740893464,-5263.182566006941,60.02136680381509
1569,17.50573202041645,11.40069751608633,30.08155251772392,0.03217664935246955,0.08352364479458627,0.4446265960523182,8.88749779762635,0.025460283357863565,-4025.0764131378387,56.40868290391314
1570,11.319739176713092,2.5400995275652907,37.513344688212875,0.01145749461600128,0.11365674695271663,1.0437176955039145,8.900889904403483,0.08944712412777701,-4332.49202621893,58.65051764416038
1571,12.574193347482467,11.423561455779684,27.436707047330096,0.024611787928349546,0.1283307329001179,0.3775630823834495,8.476446084662225,0.01675576710546561,-4271.674701519221,57.56944581761143
1572,36.532350553882736,8.37258155453666,14.466725549284877,0.029403587483787862,0.07813945824453593,0.9232106121612507,8.917461803385985,0.1154733656586479,-4686.733603426656,59.4145413035496
1573,-6.072553042973217,5.710255841630099,26.849984708430725,0.027841171365175325,0.0947688208960923,0.6942375656455586,8.85621480711011,0.10179785885055753,-6165.695478537826,57.43310091679822
1574,-2.844932482784278,3.5396696989360374,19.274179099059534,0.025115002206737028,0.053985481507134996,0.7055821310232887,8.84875378133141,0.11399326257667752,-5481.935882861226,60.00892381775289
1575,12.197313663874484,13.949817643529407,26.226724665652206,0.02892786011765686,0.06564489743160588,0.6218085966088093,9.43303903060297,0.06642131030623882,-5273.120890167496,58.98332573890299
1576,9.886582913410873,5.1981466733058515,26.219172687807355,0.025920477727790197,0.028246384648721534,0.5810352834619454,8.485932103771594,0.011922591868448929,-4360.050442835266,55.055792299781466
1577,-0.1451649647750446,11.866608278670533,17.64620831834488,0.026353297307615257,0.08386449154824085,0.7531650378535628,8.843864329302827,0.07787695320302414,-5292.080470452463,57.33508129050161
1578,15.853722354454757,10.611501916770715,20.860905719100636,0.022881092822759967,0.029382137795727806,0.9874446070124892,9.093421246297794,0.10289937117208703,-6051.693911202962,59.084403361263206
1579,-0.3201104581925698,11.233859496288208,27.119132354844606,0.010334104456776289,0.022416906502461375,0.8225779604474146,10.376286338866912,0.07891237422076791,-5039.89441804004,56.57976433421283
1580,6.051888621845109,9.916583754964849,22.4826583465853,0.027885419239748542,0.06096105810408087,1.140564521524799,8.400731838671842,0.09280133013093268,-5718.376337788387,58.16556633049608
1581,-16.138560060473257,1.741335870096536,21.18099145545766,0.026562675411599193,0.033593590344516415,0.6255801422195428,9.361484015411948,0.024563121265228874,-5458.849545384058,58.175987955929685
1582,29.783707978826534,10.508154579312587,23.89684969173461,0.009694450863746457,0.06927558966020886,1.4631417442762014,8.465745925611527,0.022777871769338674,-5352.45234202395,58.36940105610883
1583,19.432760810462554,5.955665693428285,14.305633666108571,0.01720147138961336,0.04409607936466329,0.9374329019668936,8.527071077534172,0.08268437426476025,-5073.087179074161,58.10948170145464
1584,10.804192514553925,5.7281911676214525,9.776657712931982,0.018717115195983916,0.1212467594329913,0.9156987442079635,8.484608930274959,0.08009439109254755,-5670.642427424407,56.83934007259218
1585,-9.027436268397421,8.12660583193504,24.7422845627682,0.05056599504753459,0.061538550984079045,0.6330611227407716,8.863799062673323,0.07872740019323721,-5028.037600987451,58.21160975866095
1586,-1.2958006650435703,10.687651120013255,26.39350249397216,0.027523573212034295,0.07734973597924882,1.1847905655189772,8.55238496824544,0.10035145516833356,-5840.6250140142065,58.02030203133717
1587,0.14074807093491337,3.923147128969444,26.054235874616822,0.02511764479594055,0.0564483783434027,1.0903381825214933,8.828566932761078,0.17152748644285937,-4746.14031185393,54.79083375073594
1588,0.6300818197705675,2.952431384181508,34.848437955755514,0.0411893710752423,0.06258095742324256,1.0556501023489036,9.341174614545858,0.0964786382846525,-5417.808108922538,61.510462647724964
1589,-4.863110889885497,8.81000340130172,17.643613808337406,0.027810995991270744,0.05513183055208864,0.5704971395998925,8.821821933487609,0.09268641527297496,-4735.484044544352,59.97357806738407
1590,-2.117114447869861,1.5289626569254255,12.012819548342307,0.026528552715628397,0.022145505365533606,0.8664587070431452,8.313934064727427,0.10280886790160351,-5180.087481962362,56.19327288665958
1591,6.847677605038491,9.175714742040325,41.41579977663458,0.05601119080299248,0.06139626796719909,1.0725458950373221,9.67939681700651,0.09106509315507806,-4946.9415685198965,57.33777438217061
1592,-3.9284323706069335,4.41544651432129,30.260864033375498,0.028793827193941413,0.047751161959139726,0.6549170805571811,8.626876826465482,0.11434342858769507,-5469.148156193082,57.412235409466305
1593,4.984258861422171,5.252787725995903,8.573182422378391,0.048504229335210876,0.06379770554254001,0.8207169251923127,8.69741296666688,0.11315753640703093,-5646.7707209296905,56.391303013293836
1594,17.390634311707846,11.621520132414597,37.883776692652354,0.0021677625559983725,0.031206771364531625,0.8419740893809804,10.099173030898346,0.08235097339651229,-5580.177526084627,58.554284603868815
1595,3.6652843335231133,5.162014449861138,25.269885132206216,0.015069475448008627,0.05223351238025182,0.769998760150461,8.50949811193367,0.0757564764027646,-5565.161276252037,58.349542735936886
1596,5.305498631108605,4.949974142445693,12.119207034314323,0.05119612778488993,0.00852038497150722,0.7616911571277474,9.206384048619139,0.09436546936363031,-4739.223547567734,56.94511223666341
1597,-1.0677608397837246,4.816140335290858,16.0944165303039,0.05783858620240483,0.10000001148722615,0.802341572913445,8.624836452291952,0.08431140368931211,-6024.060414085831,57.70755293259433
1598,7.479414849802749,5.606084914715888,15.653731094903565,0.013682980415642743,0.04566185186270916,0.8970279128357012,8.565626018177289,0.10334465678683388,-5360.173994499981,58.789988306233695
1599,-11.81517233605505,7.507912930383089,21.983959456649576,0.020170412502868756,0.07699431144975812,0.5999038075648597,7.971056598694872,0.1474640108993704,-5172.929818805276,57.553318812641095
1600,0.623840329265539,10.491606597991613,19.432461181941502,0.014273538536361647,0.10398556032364405,0.5077209163033074,9.626345354775529,0.08088959503688233,-5197.13683177104,58.572364374845506
1601,0.7862365750925133,1.069237314548646,20.999218305267846,0.014876599047479361,0.09449783251964888,0.8746635631833669,9.059333702704103,0.09788055126575669,-5801.073288251973,59.41187978615237
1602,2.088989945916088,6.220652964116231,22.761047214602204,0.013337827131739859,0.07794767569660159,0.8618280676342073,8.968277732794828,0.11746009067753396,-5553.598895939621,59.439468668753555
1603,3.3383114561007727,6.167526462728949,28.86862317284337,0.036194612516708614,0.053584481233254586,0.6007583054875663,9.815523973090947,0.1072034479704772,-5431.99889372545,58.39937466543164
1604,2.1485031168124635,3.8900420033676624,28.077070295686823,0.02704817803019697,0.038670046342718485,0.6007260562179726,8.68135282247304,0.08449431499170011,-5180.216267840543,58.24623368083988
1605,1.9450399976506794,13.99883589701405,17.138966722426836,0.017056465552166708,0.04281141975863244,0.7200727286255464,9.398190229904852,0.0722065656011128,-5313.6921844837725,56.88494437068088
1606,1.339943037598827,9.859138169524405,36.6206267667497,0.046276094186139524,0.1127527225891226,0.7991941665149082,8.829654912501821,0.10189448783980905,-5925.737214485965,57.81522941615456
1607,7.866383860314576,4.862628840080986,14.15118182197303,0.024003363168340917,0.07479065062322608,0.6282498227122757,8.968624748533792,0.11397829181611296,-5024.116683922004,58.006491842973205
1608,9.994286689211798,11.154871012712357,29.68084230387781,0.04414406015507902,0.040417797402544704,1.2991907575391635,8.610515345338795,0.10644667859904432,-5403.234610568574,60.27578385615064
1609,7.010339588505632,6.64566990343995,31.91939267163005,0.03850637321213446,0.13990178112957957,0.7783975323242345,9.071755139067315,0.10068671285395561,-3772.2126311101983,59.52420806509507
1610,7.626324818509667,5.536880620136706,13.013866866272085,0.031222586421438367,0.08255864128435553,0.5793907441042337,8.791817495728534,0.07184569529642326,-5357.082429919248,59.68622099878407
1611,7.052793975722721,10.539208297191818,37.95024529432381,0.03615523254398773,0.08315123146935165,0.7938676993161403,8.461851158247132,0.09725967637652633,-5369.114499612539,57.544111890011344
1612,0.4590989478212104,6.731415312730092,22.8732363411508,0.015539734884576146,0.07342612225352668,1.1766587018218793,9.621428606635105,0.08869319728503441,-4518.645829881834,56.88852160701133
1613,19.964590187974302,8.02907354439926,15.90853187219776,0.02931622366155793,0.09964130666642253,0.7437211963061088,10.769067146126458,0.06473757609099247,-5031.829206346017,57.41989119487625
1614,29.3574171600748,8.062331382372989,13.881102454968127,0.03196110518991712,0.076469960296793,0.5122644953370799,9.348413873026184,0.07745907514264964,-6666.522803705864,54.924421579195275
1615,10.210003537188232,8.55371871368769,18.584808925154306,0.030091053536308813,0.029765477649067063,0.6868445385862201,9.479974514410554,0.025027881836763115,-6646.370619088007,54.54829424169256
1616,7.78710849316267,8.126182176940818,13.505237204397712,0.022540904272707354,0.07915585268106429,0.9151370322603939,8.263188176122252,0.08561811029298115,-4175.339177565088,58.90859895513642
1617,-7.000487865363643,4.845401262545487,17.98397368884534,0.019397597603271127,0.035320314823202845,0.6232440277252183,8.762975423652348,0.11240241456683978,-6111.188244776261,58.57201606539852
1618,-4.280703067149825,2.949596226739806,33.90295454110664,0.015284304437612778,0.10142080097211753,1.1847529272985562,8.736885471098198,0.07606453475787461,-4153.534562221155,58.41021158247987
1619,2.359668178286319,11.35666256901876,12.72503303213028,0.025079735307656587,0.05341069429150564,0.734356383729743,9.050947509064473,0.06058181244395211,-5888.267007205305,57.22356427105095
1620,7.288159998986972,10.276647936647139,29.201521328649733,0.041769479187594605,0.016862699359580416,1.1707794793225967,8.764233853419764,0.09093177931237208,-5244.365353664287,60.4963626603184
1621,0.9652956940814779,6.00803474779209,33.94848584071412,0.00807024545767414,0.045661843665313874,1.1196839723150247,8.850626745899106,0.07762979029689215,-5737.690105568428,58.80088573762289
1622,14.994586004717785,2.5959610491897585,31.85645118167174,0.027217885875868767,0.0791497756470932,1.1183963461316573,8.860065038804679,0.1484395230333995,-5728.706647532324,56.25622863319439
1623,15.260129001149348,3.2659695023948685,24.50783898604651,0.037293386424619934,0.0718297409679007,0.893422014610727,9.230222519778145,0.038813255587279084,-5321.807239757169,58.2171831746817
1624,13.182775906832461,7.624248406650868,27.33887804109445,0.0366949832423969,0.12464715107991627,0.7149997389838664,9.49048406271663,0.06899583076115703,-4854.492914213718,59.49297087300784
1625,12.974391913411448,4.212736576290774,23.570860132083876,0.04758044873937208,0.09675749697355081,0.7682699811443948,9.194097030185745,0.05151960580510739,-5324.026485492233,57.03144843566745
1626,2.877060098221304,4.8640798533442835,15.060663138045127,0.048913800310976877,0.07841833316640046,0.296900894911977,8.777125947052019,0.08277899280344161,-5190.332843195516,58.35543206706991
1627,18.03744513923224,3.0923248215051666,24.742891597307633,0.04325085683860881,0.12118065281730109,0.6820266252371038,8.910115051860954,0.07643997389318753,-3992.4781796270386,56.804184739483745
1628,26.566462679843738,0.8564158973092684,26.620656462893525,0.034095827022044084,0.14218675481383788,0.7407819736922236,9.337065554082438,0.08706561034749799,-4384.155322528496,57.09361644746056
1629,5.553799734298687,2.9430032765232856,13.43511519001909,0.015762170713960962,0.12048404111900879,0.954311765565005,8.70371364710945,0.07556295920477515,-4495.796395546019,56.854813807217866
1630,-3.4294100077801977,9.578929408679418,35.58743675785242,0.05863375890497172,0.06582484002940098,0.7057690458309388,9.489046333679491,0.10632503217822747,-5565.57552253702,58.69442879170814
1631,25.920861138120735,1.8327564771581364,26.189985098423154,0.05343837040012339,0.018648053061202687,0.9905221833105723,9.247311612108858,0.06467528403377792,-5620.140567224558,58.30905217696477
1632,15.643086959338802,10.753093243126012,26.833036365890813,0.036726259958391155,0.0826770101974048,1.1433930893847994,8.558967583523783,0.07963907178771223,-6597.654373638197,58.361656770857465
1633,31.786762827812233,4.722387708735232,17.576734482186296,0.046184448524694305,0.04585513030652952,1.1837575017520228,8.349484242542047,0.05188836142949527,-6404.443744614054,56.562117068175404
1634,20.52505109077407,12.50733364205953,28.086967114563038,0.0317179047720784,0.050687632384514285,0.5298968746914365,8.875420390025074,0.074323848936806,-4971.73287669576,59.22151954953187
1635,25.659539269460556,4.991104495333022,22.217283838621697,0.003141288094153998,0.038141573755228364,0.6524205694591146,8.980112551889334,0.06775612938414279,-6585.987491168078,57.967564669194886
1636,0.6316993648546627,6.615342775182182,15.859419556194263,0.031846364822546644,0.059754036098021185,0.6570049956948424,8.76613471199505,0.08586315480623613,-5332.029819890297,58.66856017196506
1637,8.125899496121894,4.884533392555282,30.62978670202403,0.015210747959889935,0.12850418903183977,1.0538345649898198,8.88695434083089,0.09930686473913458,-4499.270003499476,57.7580756394003
1638,-2.0329551527530683,4.278106919286229,24.989417671442467,0.01784071007767901,0.07308971926882009,0.4486724322648504,8.140237965191298,0.016727460429050604,-5133.477949779538,59.48671354004718
1639,5.575803833105416,6.086916609865251,33.2438981006232,0.016139111064967338,0.02865401725705393,0.6954920428201135,8.940026135414733,0.09831211651437231,-6353.231569982687,58.25986045061235
1640,31.76353986502452,3.9083810494089732,26.67673987227956,0.05111228848129749,0.12536303841066168,0.7793248547068916,8.817488885135557,0.08804933481224785,-4202.206265432167,56.56516585458923
1641,2.52103638599039,9.083916699294619,37.32443152598021,0.04178076988962797,0.07055636409459652,0.6900781811483881,9.525227384352709,0.06580900259731351,-5279.985601888229,57.947637588760095
1642,8.70735472384297,5.61204538092221,12.733433751455607,0.022999534695807934,0.06968840419627605,0.8399263159404758,8.821851193850675,0.07289933698157544,-5295.354601153251,58.921652871373254
1643,19.151418798349507,11.075098415867453,32.671109599469574,0.028686143061756243,0.12403270927597447,0.4931644113613528,9.209780847006995,0.06390150841697895,-4062.387759704004,59.04096575731599
