,feature_124,feature_299,feature_148,feature_435,feature_349,feature_332,feature_461,feature_164,feature_206,feature_442,feature_22,feature_60,feature_66,feature_118,feature_478,feature_133,feature_34,feature_342,feature_65
610,15.920000000000002,0.13750336952302658,0.030700000000000005,38.235678500851506,0.0253,0.0859,23.1448,0.3021990244762846,13.940000000000001,0.7015,-4667.25,23.137299999999996,22.3489,58.6257,9.4939,2.3179,9.2007,3.5742,16.8627
611,15.83,0.0379,0.01,6.359099999999999,0.0233,0.084,38.8907,0.082,3.4,0.4782,-5733.0,-1.8808999999999991,29.654399999999995,58.382,2.3399,2.2392,9.0744,0.993,21.8809
612,15.85,0.0327,0.0147,8.2157,0.0351,0.0785,27.9836,0.08,7.47,0.6641,-6569.499999999999,22.7418,22.7338,59.1747,5.142299999999999,2.3403000000000005,9.1638,2.2798,17.2582
613,15.909999999999998,0.0412,0.0095,7.2009,0.0331,0.1017,34.3926,0.093,5.73,0.6641,-5245.75,-2.2190999999999987,28.3474,59.390100000000004,3.8687,2.2527,8.6544,2.1802,22.2191
614,15.86,0.0379,0.029400000000000003,8.5394,0.0152,0.0964,57.4811,0.082,6.54,0.7747,-6278.5,1.3717999999999997,44.9459616831798,57.9408,4.313,2.298,9.2655,2.0172,34.666002787332104
615,15.920000000000002,0.0819,0.0344,14.6435,0.0281,0.0374,33.6613,0.19,7.24,0.5066,-5470.0,3.6399999999999983,21.5576,57.982899999999994,4.9673,2.2474,9.2064,2.0089,16.36
616,15.7,0.0597,0.0171,10.3866,0.0169,0.0867,19.4071,0.133,8.9,0.8531999999999998,-4992.75,-7.870000000000001,35.7993,58.064899999999994,6.0516000000000005,2.2949,8.7556,2.6611,27.87
617,16.07,0.0778,0.03815377803030759,12.6027,0.0165,0.0859,27.091300000000004,0.161,6.62,0.8149999999999998,-5645.0,1.0691,26.2719,58.924600000000005,4.55,2.1919,8.9833,2.0163,18.9309
618,15.74,0.0373,0.0116,5.4525,0.02316,0.0378,16.8022,0.072,8.83,0.8184,-5427.75,-3.190900000000001,29.023500000000002,56.8354,5.9387,2.2555,8.7786,2.7894,23.1909
619,16.01,0.0862,0.0092,15.0731,0.0169,0.0944,20.9094,0.201,6.84,1.0338,-5361.5,8.9864,17.1276,59.11229999999999,4.760599999999999,2.2771,8.5232,2.2998000000000003,11.0136
620,15.89,0.0704,0.0158,11.8367,0.0147,0.0734,26.069,0.15,7.15,0.8007,-5587.75,15.018200000000004,33.8496,55.88069999999999,4.8764,2.3582999999999994,9.2658,2.0432,24.9818
621,15.85,0.13750336952302658,0.0182,38.235678500851506,0.0449,0.0792,21.2039,0.3021990244762846,12.13,0.7015,-4159.573159036706,20.420899999999996,24.8005,57.17240000000001,8.0698,2.3243,9.2007,3.6206,19.5791
622,15.95,0.0291,0.0086,5.3067,0.026000000000000002,0.0892,66.37576594608113,0.069,4.28,0.7719,-5834.75,0.27449999999999986,24.1109,59.74209999999999,2.8753000000000006,2.2588,8.6611,1.1997,19.7255
623,15.83,0.0539,0.0199,9.5072,0.020099999999999996,0.0875,19.1168,0.123,6.09,0.5779,-5580.25,0.9909000000000009,29.1406,59.2122,4.2708,2.2647,8.3663,1.9118,19.0091
624,15.99,0.0483,0.0163,8.2256,0.015,0.08070000000000001,19.6001,0.105,5.98,0.8435,-5160.25,7.9755,17.5921,58.4725,4.2849,2.2728,8.7994,2.1747,12.0245
625,15.73,0.13750336952302658,0.0349,38.235678500851506,0.0167,0.15731969736607296,30.2973,0.3021990244762846,12.79,1.2771,-4159.573159036706,27.68911468303499,16.9061,58.5394,8.8454,2.3715,8.659,3.27,12.1627
626,15.74,0.0765,0.0203,13.6251,0.0183,0.09100000000000001,23.857100000000003,0.179,7.11,0.8163,-5475.75,-0.9000000000000014,27.5479,57.5947,4.7778,2.2596,9.1287,2.2309,20.9
627,15.88,0.0684,0.0108,11.4637,0.0125,0.0714,37.0154,0.149,6.52,1.0803,-5659.25,18.2809,29.8969,57.86749999999999,4.5369,2.3221,8.6324,2.0287,21.7191
628,15.71,0.0187,0.0223,3.1502,0.019,0.0749,24.489200000000004,0.041,4.03,1.0407,-5098.25,15.860900000000003,32.8478,55.8499,2.7354,2.3613,8.7599,1.4049,24.1391
629,15.98,0.0186,0.0157,3.1195,0.0265,0.1003,39.5184,0.04,4.23,0.8571,-5826.0,-0.6300000000000001,24.6661,59.5847,2.9179,2.212,8.8355,1.3493,20.63
630,15.69,0.0632,0.0128,11.3805,0.018,0.0363,18.3889,0.142,10.61,0.8594999999999999,-5302.0,0.4981999999999999,23.6096,59.5956,7.2128,2.3283,8.1161,3.2788,19.5018
631,15.79,0.0191,0.017300000000000003,3.27,0.0142,0.0782,17.8167,0.043,10.590000000000002,0.8807,-5311.5,2.417299999999999,26.1512,57.604200000000006,7.1468,2.3695,8.5987,2.6761,17.5827
632,15.95,0.0502,0.016,9.3023,0.024699999999999996,0.0833,33.9838,0.118,9.84,0.6335,-5085.75,1.4981999999999993,25.9589,57.8217,6.528,2.3308,9.0425,2.5709,18.5018
633,15.85,0.0633,0.023999999999999997,10.450699999999998,0.0256,0.1017,58.63089999999999,0.131,10.83,0.4685,-5819.75,-2.595499999999999,25.7407,59.75249999999999,7.4952,2.2756,8.897,3.343,22.5955
634,15.9,0.0618,0.0207,10.972,0.029000000000000005,0.1051,14.6315,0.138,7.16,0.5317,-5734.75,0.44450000000000034,26.4206,58.76870000000001,5.0272,2.3301,8.7512,2.5278,19.5555
635,15.78,0.0603,0.0256,14.271,0.0429,0.0529,36.5559,0.139,6.94,0.8446,-6174.5,26.658200000000008,17.0797,57.9243,4.866599999999999,2.3592,8.7947,2.1337,13.3418
636,15.98,0.0532,0.0196,9.0318,0.0158,0.0822,50.0538,0.118,7.33,0.7593,-4557.0,-0.17000000000000046,28.121,59.2268,5.2194,2.3341000000000003,8.77,2.3249000000000004,20.17
637,15.87,0.0615,0.0099,10.910500000000003,0.021399999999999995,0.15731969736607296,17.0983,0.139,6.18,0.587,-5327.75,2.113599999999999,24.5978,58.5564,4.1174,2.4012,8.7373,2.1475,17.8864
638,15.78,0.1137,0.0167,19.2185,0.0194,0.084,33.1272,0.257,4.99,0.4254,-5200.25,-1.7335999999999996,29.4636,58.9212,3.454,2.2434,9.1526,1.2919,21.7336
639,15.79,0.0492,0.007,8.1584,0.0192,0.0859,20.4442,0.103,3.12,0.7954,-5333.75,2.2300000000000013,27.4876,59.6298,2.0773,2.2445,8.7548,1.1579,17.77
640,15.749999999999998,0.0725,0.0176,13.8012,0.03930000000000001,0.0816,25.0963,0.17699999999999996,6.9,1.0186,-5382.5,-0.4108999999999998,26.3835,57.607400000000005,4.778499999999999,2.2563,8.7383,2.3066,20.4109
641,15.78,0.0806,0.0082,13.5435,0.0251,0.1157,25.0752,0.17400000000000002,10.860000000000001,0.6268,-5274.25,-6.247300000000002,36.543200000000006,57.9134,7.5956,2.2539,8.3675,3.2762,26.2473
642,15.74,0.0216,0.0145,4.0958,0.015300000000000001,0.09970000000000001,18.5965,0.053,6.33,0.4129,-5759.5,-0.01819999999999959,23.1901,59.0095,4.277,2.3106,10.237029652516307,1.9295,20.0182
643,15.9,0.047,0.023999999999999997,11.5636,0.0222,0.0257,33.8592,0.115,14.68,1.0047,-6356.000000000001,14.438199999999998,32.4142,56.134499999999996,9.8466,2.307,8.5952,3.9876,25.5618
644,15.749999999999998,0.0602,0.0097,13.5422,0.033900000000000007,0.0969,46.0934,0.134,6.33,0.8222,-6505.5,9.4864,36.6135,58.794799999999995,4.1354,2.3162,8.5687,1.8843000000000003,30.513599999999997
645,15.87,0.0277,0.028500000000000004,6.6924,0.0264,0.0937,45.2053,0.065,10.42,0.7642,-6421.0,-6.8626999999999985,33.9056,58.27049999999999,7.2038,2.3573,9.3335,3.2466,26.8627
646,15.99,0.0299,0.03815377803030759,7.1156,0.0251,0.0786,10.4097,0.07,9.82,1.1638,-6449.75,0.5790999999999992,24.9563,58.4855,6.8827,2.3375,8.3324,2.6669,19.4209
647,15.920000000000002,0.0966,0.0062,18.1961,0.0254,0.0895,66.37576594608113,0.232,8.28,0.9444,-5249.0,13.5518,8.879359298926875,59.1108,5.5608,2.3984,8.9562,2.2571,6.4482
648,15.8,0.0505,0.0161,11.8242,0.029899999999999996,0.0929,23.669,0.11700000000000002,11.47,0.7681,-6413.249999999999,-0.0699999999999997,25.2503,59.2869,7.7911,2.2802,10.237029652516307,3.2089,20.07
649,15.909999999999998,0.0612,0.0093,10.5929,0.025,0.0969,34.4725,0.134,6.139999999999999,0.8344999999999999,-5848.5,0.7591,25.822200000000002,57.9154,4.3304,2.2928,8.828,1.8538,19.2409
650,15.88,0.092,0.0124,16.2076,0.0183,0.0969,27.8636,0.203,11.680000000000001,1.0323,-5228.25,17.9782,29.185,55.6568,7.9506,2.3078,8.5218,2.9666,22.0218
651,15.61,0.031,0.0122,5.133,0.0219,0.1044,21.6052,0.068,8.97,0.6066,-6002.0,2.198199999999999,25.0963,59.3078,6.1374,2.3499,8.7073,2.2856000000000005,17.8018
652,15.77,0.0908,0.0213,14.498399999999998,0.0174,0.0859,15.8725,0.185,11.720000000000002,0.8594999999999999,-5482.5,-1.3099999999999992,31.6501,59.218399999999995,8.1214,2.2474,8.1161,3.3903999999999996,21.31
653,15.749999999999998,0.0974,0.013,17.6191,0.022,0.062099999999999995,18.3517,0.232,9.79,1.0216,-5370.0,0.7482000000000004,23.6254,58.831,6.6146,2.3331,8.2395,3.0033,19.2518
654,15.89,0.091,0.014,16.8203,0.0229,0.0845,25.2303,0.219,11.7,0.565,-5280.25,5.730900000000002,19.064,58.8003,8.1035,2.2377,9.534,3.3909,14.2691
655,15.69,0.0824,0.0186,13.546599999999998,0.0275,0.0786,11.9288,0.18,8.59,0.4722,-5227.5,1.484500000000001,28.777,60.0887,6.117600000000001,2.319,9.193,2.5494,18.5155
656,15.78,0.0445,0.027700000000000002,7.2987,0.0466,0.0529,62.6301,0.09699999999999999,5.34,0.8446,-5367.75,27.68911468303499,15.0708,58.4191,3.7282,2.3592,8.7947,1.5644000000000002,11.2936
657,15.96,0.0827,0.0091,13.8224,0.019,0.0921,29.814,0.179,11.570000000000002,0.8751999999999999,-5677.75,4.919999999999999,22.7427,58.5577,7.7601,2.2964999999999995,9.7324,3.2037,15.08
658,15.8,0.0751,0.0158,12.409800000000002,0.0188,0.0874,36.0792,0.159,18.421428200122122,0.47490000000000004,-5403.5,4.7382,44.9459616831798,58.14240000000001,12.572534636098244,2.2858,8.9541,5.233659006424407,26.6443
659,15.86,0.0431,0.005999999999999999,7.2972,0.0204,0.1088,31.019400000000005,0.092,6.81,0.9142999999999999,-5469.75,-0.8173000000000009,28.0999,58.5303,4.5853,2.4172,8.942,2.2071000000000005,20.8173
660,15.89,0.0281,0.025700000000000004,4.7105,0.0126,0.0713,21.0937,0.060000000000000005,4.92,1.1086,-5531.5,15.7936,30.2922,55.30217167498311,3.4193,2.3582999999999994,8.7495,1.4173,24.2064
661,16.04,0.063,0.0155,10.7232,0.032400000000000005,0.0699,41.4441,0.139,9.98,0.7337,-5626.25,-2.099999999999999,29.453,58.0886,6.5737,2.4023,8.8546,2.9149,22.1
662,15.86,0.0446,0.0086,11.0373,0.017,0.0887,17.8885,0.108,5.92,0.9588,-6249.25,4.482700000000003,22.9589,58.5997,4.2433,2.3604,8.5855,2.0197,15.5173
663,15.77,0.0728,0.0082,12.4031,0.0138,0.0801,11.7767,0.16,5.06,0.8384,-5490.0,-15.5318,42.2686,58.5944,3.3351,2.3170999999999995,8.8945,1.3677,34.666002787332104
664,15.69,0.0444,0.0125,7.6689,0.0209,0.034,36.7423,0.101,7.53,0.745,-5418.25,1.3554999999999995,22.230000000000004,59.24159999999999,4.8659,2.2892,8.7782,2.2339000000000007,18.6445
665,15.77,0.07,0.014899999999999998,11.9132,0.0167,0.0785,21.3051,0.15099999999999997,8.35,0.8007,-5559.0,22.216400000000004,23.5906,59.1721,5.7072,2.3497,9.2658,2.3363,17.7836
666,15.8,0.0544,0.0148,10.3886,0.020500000000000004,0.1112,26.437800000000003,0.131,3.66,0.6927,-5523.0,-4.9891,29.6501,57.7414,2.4393,2.2927,8.8519,1.0902,24.9891
667,15.87,0.0469,0.019,10.6721,0.0173,0.07909999999999999,15.622100000000001,0.104,7.65,0.768,-6336.0,-0.3327000000000009,24.185399999999998,58.19199999999999,5.0396,2.3573,8.8384,2.2372000000000005,20.3327
668,15.88,0.0454,0.0182,8.466,0.0236,0.0911,14.1319,0.109,8.97,0.8716,-5519.75,1.9255000000000002,23.1949,58.5502,6.078799999999999,2.3402,9.0121,3.3825,18.0745
669,15.7,0.0355,0.029400000000000003,8.4827,0.0403,0.084,33.5384,0.08399999999999999,7.51,0.9251,-6270.5,3.2182000000000017,22.5384,59.8213,5.0597,2.2948,8.4092,2.7808,16.7818
670,15.86,0.0663,0.0313,12.1235,0.0216,0.0789,8.9488,0.161,17.14,0.9753,-5395.5,27.68911468303499,15.309399999999998,59.04209999999999,11.875900000000001,2.3437,8.7289,4.958,10.8691
671,15.909999999999998,0.1071,0.0077,18.4897,0.0165,0.15731969736607296,18.6454,0.232,9.74,0.9812,-5491.75,7.029999999999999,17.1419,59.108,6.4358,2.3883,8.6068,2.6789,12.97
672,15.97,0.0712,0.0162,12.2599,0.0204,0.0816,20.4664,0.158,5.02,0.5377,-5622.5,6.369099999999999,19.6579,58.59819999999999,3.5093999999999994,2.2773,8.7897,1.4321999999999997,13.6309
673,15.97,0.0601,0.0192,14.8676,0.0218,0.0806,16.0398,0.146,6.71,0.6987,-6295.000000000001,-0.3517999999999996,25.2303,59.072300000000006,4.704699999999999,2.3322999999999996,9.7836,2.0212,20.3518
674,15.81,0.058,0.009,9.9782,0.0222,0.0875,53.0391,0.126,6.3,0.6927,-5471.75,-1.7155000000000011,25.4763,58.25659999999999,4.2076,2.2527,8.8519,2.007,21.7155
675,15.85,0.0432,0.032400000000000005,8.3499,0.015,0.0969,34.8852,0.105,14.91,0.9109,-5398.5,18.178200000000004,29.871,58.113499999999995,10.2601,2.3704,9.219,4.3861,21.8218
676,15.81,0.0667,0.0086,10.8611,0.0225,0.09100000000000001,32.2233,0.14,12.760000000000002,0.9072,-5504.75,0.1082,30.7097,55.7695,8.686,2.2668,9.2016,3.5888,19.8918
677,15.85,0.019400000000000004,0.0158,4.6283,0.0227,0.0881,66.37576594608113,0.047,6.68,0.8716,-6397.75,-0.5717999999999991,26.247,57.967400000000005,4.6034,2.3817,9.0121,2.6713,20.5718
678,15.96,0.0551,0.0054,13.2491,0.0325,0.0848,14.8615,0.131,11.73,1.0393,-6369.75,-0.7845000000000012,28.7982,58.894,7.7185,2.3063,8.5135,3.1894,20.7845
679,15.909999999999998,0.08779999999999999,0.0069,15.8431,0.016,0.0892,66.37576594608113,0.206,6.06,0.7719,-5364.0,-2.170900000000001,27.262799999999995,57.74329999999999,4.197,2.3883,8.6611,1.8102,22.1709
680,15.84,0.0582,0.0103,10.4555,0.0231,0.0819,22.7362,0.136,12.900000000000002,0.8427,-5520.25,-3.208199999999999,30.9212,56.4714,8.5892,2.3275,8.3006,3.4793,23.2082
681,15.74,0.0271,0.0144,6.432200000000001,0.03300000000000001,0.065,35.0268,0.064,15.2,0.6335,-6386.749999999999,-1.3772999999999986,28.9871,58.631899999999995,10.0272,2.2793,9.0425,3.8336,21.3773
682,15.89,0.0254,0.0182,6.2406,0.0169,0.108,34.4255,0.062,10.06,0.9725,-6324.999999999999,-0.6726999999999991,26.173499999999997,59.06410000000001,6.8464,2.3708,8.3436,2.8333,20.6727
683,15.83,0.0479,0.0086,12.0587,0.0304,0.0803,55.4275,0.11700000000000002,6.36,0.8235,-6508.5,5.419100000000001,21.3926,59.9019,4.3832,2.3834,8.6406,1.8334000000000004,14.5809
684,15.72,0.0293,0.0184,5.3001,0.0142,0.1062,43.2341,0.068,6.46,0.9072,-5614.75,-5.139099999999999,31.0753,57.935599999999994,4.3478,2.2472,9.2016,2.2019,25.1391
685,15.81,0.0899,0.011999999999999999,16.3329,0.0232,0.0841,19.039,0.21,2.82,0.7032,-5497.5,-4.9681999999999995,31.3031,59.1021,1.8685,2.2631,8.5571,0.9168,24.9682
686,15.85,0.0615,0.0059,15.4759,0.02,0.1019,39.0141,0.15,5.1,1.062,-6403.75,5.994500000000002,16.1776,59.941100000000006,3.4933,2.3704,8.8513,1.5503999999999998,14.0055
687,16.0,0.0395,0.0168,7.2782,0.0179,0.1011,53.9906,0.096,9.41,0.8571,-5743.25,4.6891,14.606,58.9761,6.0446,2.2216,8.8355,2.8822,15.310900000000002
688,16.1,0.0943,0.021600000000000005,17.3354,0.0226,0.0867,30.1816,0.229,3.53,0.573,-5477.0,-5.549999999999999,33.3616,58.07350000000001,2.4673,2.1911,8.8215,1.0409,25.55
689,15.86,0.0423,0.0084,8.2416,0.022099999999999998,0.0699,16.3768,0.103,7.92,0.8229,-5534.0,-0.7390999999999993,26.3387,58.52300000000001,5.162099999999999,2.4196000000000004,10.237029652516307,2.548,20.7391
690,15.87,0.0518,0.03815377803030759,9.3612,0.0287,0.0834,16.6104,0.122,6.12,0.7139,-5213.0,3.929100000000001,21.841600000000003,59.5967,4.1375,2.4012,9.131,1.7612000000000005,16.0709
691,15.8,0.0846,0.013,14.099,0.016,0.0939,10.306,0.178,3.87,0.9142999999999999,-5523.25,-1.4409,26.461699999999997,58.0496,2.5745,2.2821,8.942,1.0445,21.4409
692,15.83,0.1146,0.0087,18.0558,0.0273,0.0246,28.566300000000002,0.241,10.2,0.9109,-5511.75,0.7582000000000008,28.0488,58.4142,7.0841,2.3834,9.219,3.077,19.2418
693,15.9,0.0444,0.0168,7.318,0.0395,0.0224,23.8886,0.09699999999999999,12.970000000000002,0.7584,-5349.25,12.539099999999998,37.4506,59.3415,9.0303,2.3415,10.237029652516307,3.7387,27.4609
694,15.749999999999998,0.0398,0.0205,8.398,0.0298,0.03,34.532,0.092,11.33,0.7392,-6456.75,1.7791,24.060900000000004,59.7824,8.0368,2.3056,8.9607,3.0567,18.2209
695,15.8,0.0345,0.014899999999999998,6.1157,0.020500000000000004,0.0336,15.9479,0.079,6.02,1.026,-5465.75,-0.22550000000000117,26.0373,59.4308,4.012,2.2453,8.941,1.8957,20.2255
696,15.71,0.13750336952302658,0.0169,26.5403,0.0252,0.0803,37.0426,0.3021990244762846,9.89,0.7852,-5362.75,-1.4626999999999992,25.7529,58.0857,6.6101,2.2732,9.7571,3.3431,21.4627
697,15.87,0.0393,0.0168,7.1599,0.0165,0.0782,28.4808,0.09,8.17,1.0135,-5532.25,1.1399999999999988,26.5409,56.852,5.524,2.3672,8.6439,2.6348,18.86
698,15.760000000000002,0.0496,0.0203,9.0452,0.0236,0.0378,20.7889,0.11700000000000002,9.19,0.757,-5219.5,-4.3518,31.4736,60.042300000000004,5.9175,2.2604,8.947,3.056,24.3518
699,15.77,0.0904,0.0199,34.4635,0.0128,0.0315,21.6324,0.216,6.86,0.5329,-6376.250000000001,-2.126400000000001,25.2418,58.31600000000001,4.5812,2.3021,8.6024,2.1576000000000004,22.1264
700,15.81,0.0505,0.0164,9.3443,0.0187,0.0841,50.69,0.119,6.68,0.7558,-5515.0,-2.1517999999999997,28.6132,58.5202,4.4519,2.2564,8.4278,1.9222,22.1518
701,15.86,0.0602,0.0137,8.8668,0.0181,0.1092,17.0279,0.116,6.2,0.7053,-5248.25,-4.593600000000001,29.8709,55.30217167498311,4.1924,2.2616,8.7635,1.8275,24.5936
702,15.79,0.0564,0.0097,10.9338,0.0255,0.15731969736607296,19.0499,0.137,6.139999999999999,1.0631,-5776.75,2.6345,23.9411,59.6907,4.0633,2.2445,8.7932,1.8762000000000003,17.3655
703,15.86,0.0648,0.0071,10.2662,0.021399999999999995,0.0875,62.8724,0.135,4.42,1.0541,-5627.5,0.5218,25.1003,56.2824,2.9001999999999994,2.2757,8.287,1.4113,19.4782
704,15.81,0.0522,0.0072,8.7057,0.0179,0.1003,37.6168,0.113,5.28,0.7724,-5774.0,-2.9490999999999996,29.8753,59.422,3.5892000000000004,2.3932,8.7402,1.7336,22.9491
705,15.89,0.0452,0.0209,10.4241,0.0331,0.10130000000000002,59.6353,0.102,12.74,0.9059,-6528.5,22.182700000000004,22.1373,59.6908,8.7564,2.3052,8.5405,3.5606999999999998,17.8173
706,15.86,0.0488,0.0118,10.607999999999999,0.0276,0.0833,34.843,0.106,13.91,0.6335,-6375.249999999999,2.862699999999999,24.7459,58.8834,9.2907,2.3604,9.0425,4.4696,17.1373
707,15.78,0.0342,0.0165,7.5226,0.0148,0.0324,29.3115,0.081,8.62,0.7674,-6349.25,-1.8509000000000009,27.3317,59.0519,5.9273,2.2539,8.4891,2.8033,21.8509
708,15.85,0.13750336952302658,0.023600000000000003,38.235678500851506,0.0178,0.0779,14.6382,0.3021990244762846,6.33,1.0459,-4159.573159036706,-8.3127,44.9459616831798,59.7211,4.1397,2.3505,8.7487,1.9952,34.666002787332104
709,15.81,0.0488,0.0213,7.4472,0.033600000000000005,0.0937,42.3249,0.09699999999999999,6.78,0.8041,-5583.25,-1.077299999999999,27.2848,58.6879,4.6703,2.3025,9.2328,2.1376,21.0773
710,15.97,0.0346,0.0096,7.3831,0.0338,0.0652,15.3044,0.073,13.41,1.0189,-6392.75,-0.09640000000000129,28.2487,58.152800000000006,8.9009,2.3322999999999996,8.5779,3.7186,20.0964
711,15.760000000000002,0.0442,0.0136,5.9424,0.0198,0.101,49.582,0.08,6.99,0.8469,-5638.25,5.9282,17.7128,57.6837,4.935999999999999,2.2604,8.3271,2.121,14.0718
712,15.94,0.0498,0.0152,8.3525,0.028300000000000002,0.07749999999999999,14.085,0.109,9.58,1.1638,-5304.5,2.8617999999999997,21.7888,58.830600000000004,6.4813,2.2967,8.3324,2.6309,17.1382
713,15.84,0.0601,0.0067,10.7595,0.0158,0.0838,21.2162,0.136,4.17,0.7664,-5546.5,-0.11909999999999953,24.5276,58.4408,2.8254000000000006,2.4151,8.2832,1.1965000000000001,20.1191
714,15.81,0.0647,0.0264,13.7619,0.0179,0.0249,21.2293,0.137,10.26,0.9683,-6915.0,18.7173,26.3457,57.97939999999999,6.8555,2.3025,8.5788,3.3965,21.2827
715,15.58,0.0657,0.023000000000000003,10.659500000000001,0.017,0.0786,36.9929,0.139,5.81,0.4722,-5874.25,-5.035499999999999,30.6968,59.7733,3.7746,2.3308,9.193,1.9682,25.0355
716,15.72,0.0595,0.0153,10.2643,0.026700000000000005,0.0658,16.3905,0.134,8.15,0.8704999999999999,-5728.5,-0.789100000000001,26.6224,59.4381,5.4846,2.3991,8.3273,2.9898,20.7891
717,15.760000000000002,0.0508,0.0158,8.6365,0.0208,0.1058,11.8854,0.111,4.79,0.9074999999999999,-5631.25,6.275500000000002,17.8138,58.55180000000001,3.2291,2.2726,8.5735,1.5402,13.7245
718,15.58,0.0341,0.0184,5.7154,0.0187,0.0312,32.2089,0.073,8.04,0.6163,-5489.0,-10.4455,40.4031,59.4186,5.4725,2.3479,8.6556,2.3921,30.4455
719,15.85,0.08610000000000001,0.0254,14.3487,0.014000000000000002,0.0943,41.8378,0.187,9.8,0.9794,-5213.75,25.4264,21.5935,59.6888,6.5942,2.3038,8.5155,2.6677,14.573600000000003
720,15.94,0.0373,0.03280000000000001,10.0503,0.0215,0.07520000000000002,29.9394,0.09,8.64,0.8692999999999999,-5419.0,-1.7264000000000006,29.5367,58.4306,5.8142,2.2967,9.5126,2.8551,21.7264
721,15.93,0.0623,0.011999999999999999,10.872,0.025840000000000002,0.0818,25.2868,0.144,4.23,0.746,-5756.5,3.2882000000000016,20.2216,60.01140000000001,2.8136,2.3124,8.6382,1.5127,16.7118
722,15.8,0.0596,0.0084,13.8458,0.03180000000000001,0.0932,19.4483,0.136,9.51,1.0338,-6894.25,0.09449999999999906,24.3127,59.2033,6.5727,2.3177,8.5232,2.7397,19.9055
723,15.73,0.0804,0.0242,13.2262,0.0138,0.0956,29.185899999999997,0.17699999999999996,6.74,0.8296999999999999,-5564.0,-1.0454999999999997,27.2606,58.4606,4.5404,2.2959,8.5615,2.1995,21.0455
724,15.760000000000002,0.0328,0.0055,5.1829,0.023,0.0328,24.370900000000002,0.068,6.87,0.6605,-5637.5,-0.14640000000000028,24.8064,58.0375,4.58,2.2726,8.662,2.2256,20.1464
725,15.84,0.0618,0.0194,10.1452,0.0218,0.0932,23.7461,0.131,7.8,0.9048,-5459.0,5.661800000000001,21.7197,58.7039,5.5285,2.4025,8.6772,1.9505000000000001,14.3382
726,15.66,0.0559,0.0093,9.935099999999998,0.023699999999999995,0.1011,59.1853,0.134,8.34,0.4817,-5435.75,4.073600000000002,17.8882,59.41740000000001,5.581600000000001,2.3193,8.8105,2.1810000000000005,15.9264
727,15.909999999999998,0.0782,0.011999999999999999,12.1914,0.0163,0.1043,26.9148,0.158,4.85,0.6373,-5329.25,-3.1226999999999996,30.5699,58.2969,3.3196000000000003,2.2527,8.8581,1.5213,23.1227
728,15.9,0.0868,0.0211,15.8106,0.026000000000000002,0.0925,20.8559,0.207,7.06,0.9361,-5121.0,5.630899999999999,19.8754,58.96459999999999,5.0146,2.3044,8.5288,2.3002000000000002,14.3691
729,15.88,0.0455,0.0123,7.6206,0.0191,0.082,19.72,0.094,4.92,1.1086,-5382.5,18.8309,29.5773,57.406299999999995,3.4335999999999998,2.3221,8.7495,1.5014,21.1691
730,15.85,0.0892,0.0166,14.7804,0.0297,0.0714,23.6992,0.19100000000000003,5.97,0.4184,-5306.5,16.603600000000004,29.6268,57.5436,4.1499,2.3403000000000005,9.6272,1.7168,23.3964
731,15.85,0.0522,0.026600000000000002,8.6822,0.03470000000000001,0.0937,17.2236,0.112,15.020000000000001,1.1815,-5505.5,8.423599999999997,40.0125,58.6268,10.099,2.3704,8.6013,4.1617,31.5764
732,15.77,0.0596,0.0161,9.9647,0.0421,0.0786,28.336600000000004,0.127,8.33,1.0551,-5447.75,9.6745,39.7935,60.6762,5.6653,2.3997,9.0998,2.632,30.325500000000005
733,15.98,0.0523,0.0126,12.943,0.0276,0.0868,32.8337,0.126,7.47,1.1255,-6301.75,-1.8791000000000007,31.0771,59.42170000000001,5.2597,2.3341000000000003,8.5891,2.5913,21.8791
734,15.81,0.0587,0.0157,10.732999999999999,0.0441,0.0834,14.881499999999999,0.138,6.6,0.9725,-5738.75,6.249999999999999,14.1161,59.42410000000001,4.275,2.2564,8.3436,1.9929000000000001,13.75
735,15.83,0.0622,0.0203,11.467,0.0232,0.0734,23.817,0.145,7.48,0.4996,-5613.75,17.637299999999996,31.353900000000003,60.026,5.0493,2.3532,8.7588,2.0763000000000003,22.3627
736,15.9,0.0298,0.027300000000000005,4.9709,0.0395,0.1003,31.8121,0.064,8.92,1.062,-5411.25,1.9144999999999996,22.9765,57.7171,6.209100000000001,2.3194,8.8513,2.5068,18.0855
737,15.79,0.0554,0.0055,9.2914,0.0217,0.1112,12.7111,0.119,6.46,0.8658999999999999,-5459.75,-3.0054999999999996,28.1353,58.3692,4.3632,2.292,8.7597,1.8538,23.0055
738,15.86,0.053,0.0082,13.2845,0.0239,0.0786,10.7731,0.127,6.67,0.3963,-6374.25,-0.5464000000000006,25.885499999999997,58.756899999999995,4.704699999999999,2.3604,8.7696,2.2574,20.5464
739,15.85,0.0636,0.0165,10.9199,0.03180000000000001,0.0989,26.008600000000005,0.138,7.46,0.5669,-5361.75,-2.8055000000000008,30.6359,58.67349999999999,5.120099999999999,2.2673999999999994,9.6515,2.1918,22.8055
740,15.86,0.0349,0.0091,8.5744,0.0197,0.085,11.8997,0.083,8.69,0.5799,-6468.25,2.637299999999999,22.698,58.0392,6.059900000000001,2.3604,8.7568,2.3464,17.3627
